Word,RawWSA,WSA
CAJON,544.3,0.381
CECAL,392.9,0.267
SALPS,966.8,0.698
MOZED,981.0,0.709
FOYER,717.2,0.511
FIRST,254.3,0.163
SYMAR,546.4,0.382
KUKRI,466.0,0.322
KENDO,791.6,0.567
DROCK,336.4,0.225
FELLA,517.9,0.361
LONGS,1094.5,0.794
TOFFY,719.2,0.512
LASER,364.8,0.246
DERBY,510.8,0.356
SNEER,415.3,0.284
ZINKY,1151.9,0.837
ABRIN,375.1,0.254
NAMMA,1136.8,0.826
WILTS,563.8,0.395
FACTA,493.2,0.342
BALAS,1033.2,0.748
TUNER,233.4,0.147
MANEB,559.9,0.393
ZAMAC,755.0,0.539
ZOOTY,730.4,0.521
NUSES,877.2,0.631
DRAMS,211.7,0.131
JOMON,1235.2,0.9
AVGAS,843.9,0.606
METTA,408.2,0.278
OHELO,856.7,0.616
JACKY,755.0,0.539
HENRY,543.0,0.38
BOWRS,632.2,0.447
THYMI,635.9,0.45
PSHAW,1145.1,0.832
PUNGS,1123.5,0.816
VROWS,567.4,0.398
SEAMY,375.8,0.254
FILII,999.1,0.723
COLOR,343.5,0.23
SCHUL,397.2,0.27
AMOKS,823.1,0.59
SUMMA,785.9,0.562
SLUTS,555.0,0.389
TRATS,313.1,0.207
GARBE,346.3,0.232
NOMOI,1039.7,0.753
NOUJA,928.8,0.67
CLITS,239.5,0.152
DROKE,301.7,0.198
TRUES,137.3,0.075
MADOS,878.7,0.632
ORTHO,187.4,0.113
ZENDO,791.6,0.567
OONTS,626.0,0.442
WOCKS,767.8,0.549
ROYET,372.6,0.252
INDIA,825.3,0.592
SWIRE,275.6,0.179
MAPAU,1015.9,0.735
LEMON,841.5,0.604
AXITE,62.7,0.019
CHYLE,317.0,0.21
DOPEY,981.0,0.709
PISSY,1142.8,0.831
DOTED,501.9,0.349
JUJUS,1251.2,0.912
NOWTS,626.0,0.442
NIVAS,729.9,0.52
WAGED,388.2,0.263
QUIRK,453.2,0.312
STOGY,722.8,0.515
EASER,394.2,0.268
SOLAN,695.5,0.494
LIMBY,1130.5,0.821
ABLOW,815.7,0.585
KOMBU,1212.9,0.883
CARAT,347.3,0.233
DITSY,431.9,0.296
SIDAS,654.6,0.464
GURGE,343.1,0.23
LEGGY,891.2,0.642
FORKY,674.5,0.479
BIDES,793.7,0.568
QUILA,764.0,0.546
MACHI,438.1,0.301
OLEUM,848.7,0.61
ELVAN,530.8,0.371
CRORE,352.0,0.236
CRAZY,414.6,0.283
SAAGS,626.4,0.442
RASES,373.9,0.253
SCIFI,382.6,0.259
GOEST,450.0,0.31
EXECS,513.6,0.358
PEAKS,390.9,0.265
BRUTS,167.4,0.097
WANZE,424.8,0.291
DORIS,428.9,0.294
ORANG,278.3,0.181
FAWNY,1099.2,0.798
MYOPY,1362.9,0.996
JAMBS,1128.2,0.82
PUTOS,597.9,0.421
CHONS,736.6,0.525
DRACO,159.2,0.091
BOWLS,1222.2,0.89
AVOID,898.3,0.647
FILED,754.7,0.539
LOWED,870.1,0.626
QUALY,455.6,0.314
MBARS,435.4,0.299
TAKES,383.5,0.26
MUFFY,1246.0,0.908
SKOLS,1135.6,0.825
PETTY,538.5,0.376
YATES,390.6,0.265
NUFFS,1123.5,0.816
DRIER,375.8,0.254
SNEES,814.3,0.584
BHAIS,351.8,0.236
CHIRR,402.1,0.274
LAUCH,382.7,0.259
SUGAN,686.0,0.487
MEITH,412.9,0.282
SPIKE,472.0,0.326
POIND,908.7,0.655
COACT,247.1,0.157
QORMA,540.1,0.378
AGHAS,843.9,0.606
NOHOW,1235.2,0.9
MAFTS,668.8,0.474
BOAKS,499.8,0.347
SEIFS,698.8,0.497
RIFFY,568.6,0.399
MIXUP,1148.5,0.835
VOLKS,1214.1,0.884
IODIN,1014.0,0.734
RERIG,444.4,0.306
BEZIL,695.9,0.495
HAYER,464.0,0.32
SUMOS,1006.3,0.728
HABUS,907.4,0.654
CURLS,208.3,0.128
BOTTE,390.5,0.265
BLOOD,1048.4,0.76
MOBBY,1362.9,0.996
LOUTS,567.0,0.398
ODORS,489.9,0.34
SWIZZ,982.9,0.71
DADOS,878.7,0.632
BORNA,481.6,0.334
SNIBS,855.2,0.614
ATTIC,105.7,0.051
HOCKS,767.8,0.549
SALIC,141.7,0.078
FUGLY,1096.9,0.796
CURLI,159.1,0.091
RYTHE,199.8,0.122
LOOMS,1222.2,0.89
SHAGS,658.9,0.467
ACYLS,262.7,0.169
WRENS,426.2,0.292
PREKE,390.7,0.265
SWEDE,368.4,0.249
OBJET,613.5,0.433
BIJOU,1142.1,0.83
OHMIC,555.9,0.39
BOSUN,1090.4,0.791
PRISM,500.2,0.348
CRIBO,294.8,0.193
ROBUR,471.2,0.326
STICK,240.4,0.152
NOBLE,587.3,0.413
POLJE,613.4,0.433
INFIX,1039.0,0.753
WANKY,1136.8,0.826
LESTS,531.1,0.371
BACHA,755.0,0.539
CADET,92.7,0.041
BICEP,478.2,0.331
STRIA,119.1,0.061
HONER,656.1,0.465
STOAE,105.2,0.051
CRUET,136.2,0.074
RIBBY,568.6,0.399
SWOBS,1178.2,0.857
STIFF,527.5,0.368
FENCE,394.6,0.268
PRIME,389.2,0.264
FITTE,307.6,0.203
SNUBS,912.4,0.657
GOOPS,1368.1,1.0
MATHS,681.0,0.484
BASIJ,784.8,0.562
PUMPS,1251.2,0.912
CHAPT,443.3,0.305
ESNES,940.8,0.679
BHANG,722.1,0.514
ISBAS,829.8,0.595
HEJAB,581.4,0.409
ACRED,105.7,0.051
PAVEN,559.9,0.393
BHELS,958.5,0.692
POLOS,1214.1,0.884
VEZIR,498.0,0.346
LIDAR,343.0,0.229
FOLKS,1214.1,0.884
LUNKS,977.6,0.706
SNORT,283.5,0.185
FEESE,418.3,0.286
CHOKY,747.8,0.534
BUSKY,1251.2,0.912
CAPLE,322.5,0.214
KIKAY,972.9,0.703
SEILS,669.0,0.475
VIOLS,957.1,0.691
YMOLT,667.5,0.473
FLAWS,650.8,0.461
DOXIE,507.1,0.353
FUZEE,586.2,0.412
WISHA,829.8,0.595
PLACK,490.9,0.341
CEROS,382.4,0.259
OXEAS,362.9,0.244
SCAMS,466.9,0.323
THEIC,175.2,0.103
LIMEY,876.7,0.631
TAPED,194.5,0.118
RAFIQ,393.8,0.268
SEEKS,844.0,0.606
TEENS,422.6,0.289
HEIDS,716.2,0.51
IMPED,875.0,0.629
GRIGS,506.9,0.353
COZEN,602.5,0.425
BARDY,493.6,0.343
PHYSA,1015.3,0.735
FUNDA,929.0,0.67
RASSE,285.6,0.186
DADAS,885.4,0.637
OPSAT,450.5,0.31
COVED,469.6,0.325
CONEY,602.5,0.425
WRACK,409.4,0.279
KAYAK,1236.7,0.901
UNITY,310.3,0.205
RYIJI,556.0,0.39
PASTE,296.3,0.194
CRISP,381.5,0.258
ABAMP,446.3,0.307
GIBED,875.0,0.629
COSIE,116.9,0.06
KAZIS,784.8,0.562
DOLMA,895.8,0.645
SHOTS,705.2,0.502
DOWDY,1220.6,0.889
SUMPH,1061.3,0.769
TEREK,337.6,0.225
CYBER,426.8,0.292
HOOLY,1213.8,0.884
SANED,259.4,0.167
NEOZA,350.4,0.235
ABHOR,487.1,0.338
ADUKI,898.2,0.647
PIZES,927.6,0.669
BOCHE,468.5,0.324
BAILS,706.3,0.503
MODEL,840.8,0.604
VOXES,1097.1,0.796
ABAFT,203.5,0.125
THANK,482.8,0.335
RIPPS,532.2,0.372
SLUED,766.4,0.548
PORED,537.3,0.376
CROMB,495.6,0.344
BOORS,632.2,0.447
RETOX,390.8,0.265
COOTY,450.2,0.31
PALPS,1033.2,0.748
NOGAL,868.3,0.624
WOMBY,1362.9,0.996
TUFFS,614.0,0.433
SWELT,525.7,0.367
KEEKS,974.0,0.704
SIKES,801.1,0.574
KILIM,999.1,0.723
NOINT,270.4,0.175
NASUS,807.5,0.579
VEXIL,695.9,0.495
MILPA,836.0,0.6
LAPEL,549.2,0.384
NIFES,824.6,0.591
GNARL,430.8,0.295
KNICK,533.2,0.372
PLAIG,358.1,0.241
SANES,468.2,0.324
BOLUS,1064.1,0.771
MSASA,563.9,0.396
CAKES,377.4,0.255
WARKS,614.1,0.433
CHUCK,562.3,0.394
NIDUS,949.2,0.685
SNIED,556.5,0.39
CHUMS,614.9,0.434
KITUL,490.3,0.34
FOURS,482.2,0.334
MOTEY,644.2,0.456
GIRDS,452.6,0.312
MVULE,491.4,0.341
SKOFF,1178.2,0.857
QUASH,331.6,0.221
EFFED,969.8,0.701
CUSHY,636.1,0.45
HEXAD,372.6,0.252
MERES,492.8,0.342
TRIOS,144.2,0.08
ARDRI,311.0,0.205
COOMS,753.0,0.538
MUSER,505.3,0.351
COPEN,602.5,0.425
PLONK,1032.6,0.748
LINGY,1002.8,0.725
AWATO,164.0,0.095
NEUKS,786.2,0.563
MITES,472.5,0.327
SPENT,396.2,0.269
CABOB,552.4,0.387
NIOPO,1020.1,0.738
ABLES,278.4,0.181
ROTLS,307.9,0.203
NJIRL,384.9,0.261
BOYAR,564.7,0.396
IKONS,944.9,0.682
HALOS,839.3,0.603
TOILS,381.6,0.258
KIPES,927.6,0.669
PUCES,470.8,0.326
THICK,307.1,0.202
UNHIP,1016.2,0.735
HALMA,1116.4,0.811
DURGY,507.3,0.353
FICOS,502.7,0.35
BEVEL,883.1,0.635
TAKIS,314.7,0.208
SLUES,799.5,0.573
TEINS,277.4,0.18
TEIID,303.2,0.2
LAIDE,146.7,0.082
NUDER,481.6,0.334
FUJIS,1082.6,0.785
DARAF,493.6,0.343
TURRS,239.0,0.151
GEASA,340.9,0.228
BIDRI,462.6,0.319
LEPTA,398.8,0.271
GENTY,435.5,0.299
SUGOS,1006.3,0.728
SKINK,824.8,0.592
CRUST,86.5,0.037
BADLY,878.6,0.632
CROCS,436.8,0.3
TARTY,415.9,0.284
BIONS,944.9,0.682
MOURN,466.4,0.322
CHAWL,492.3,0.342
BODLE,457.9,0.316
DEIGN,676.0,0.48
PULUT,547.6,0.383
BRAWS,420.5,0.288
GABBA,1236.7,0.901
DREER,415.6,0.284
CHORD,342.2,0.229
PRASE,282.1,0.184
TEMPO,452.4,0.312
STANS,456.5,0.315
GOTHS,769.8,0.55
SIDLE,316.3,0.209
ZOISM,1032.8,0.748
THRAE,293.4,0.192
FADED,354.2,0.238
YAWPS,1128.2,0.82
TOAST,147.3,0.082
SYBBE,468.6,0.324
KIBBE,643.4,0.455
MOCKS,767.8,0.549
SORRY,482.6,0.334
NRTTA,347.3,0.233
LARCH,404.2,0.275
RARKS,563.8,0.395
CHAMP,555.4,0.389
KEVIL,695.9,0.495
TWEEN,462.6,0.319
RIFLE,262.9,0.169
VADED,354.2,0.238
JOKED,981.0,0.709
HACKY,755.0,0.539
MINAS,729.9,0.52
EVETS,563.6,0.395
GOLPS,1214.1,0.884
REEDY,513.9,0.358
SELFY,810.5,0.581
NAIVE,197.1,0.12
FLUNK,894.5,0.644
SPASM,529.1,0.369
BRACK,409.4,0.279
GULAS,821.9,0.589
SLAID,274.3,0.178
LUFFA,929.8,0.671
BOSON,1240.4,0.904
ROLAG,353.8,0.238
MIKES,927.6,0.669
FRIED,375.8,0.254
SKEED,817.1,0.586
SORDA,276.4,0.179
SHOPE,521.9,0.364
EVOHE,726.3,0.518
MIKAN,873.0,0.628
CUBBY,630.9,0.446
EUROS,418.9,0.287
FAUTE,102.4,0.049
BROKE,444.0,0.305
PANKO,895.6,0.645
BAOZI,873.3,0.628
FELTS,531.5,0.371
QILAS,738.9,0.527
SYRAH,521.8,0.364
BOLAR,427.8,0.293
EXALT,344.5,0.231
MONKS,1240.4,0.904
TOSHY,730.9,0.521
ZEBEC,548.2,0.384
MACAW,755.0,0.539
WHATA,499.7,0.347
TWEED,465.4,0.321
THARM,375.0,0.254
SOOKY,1178.2,0.857
FISCS,567.5,0.398
ESKAR,402.9,0.275
MOUST,386.1,0.262
VICED,365.6,0.246
PIGGY,1279.6,0.933
TROAD,129.0,0.069
JAZZY,1236.7,0.901
LACIS,210.5,0.13
GNARS,426.7,0.292
TAWER,344.3,0.23
CHOON,732.2,0.522
PUTON,458.5,0.316
WINZE,601.2,0.424
HAILS,706.3,0.503
WADDS,885.4,0.637
DELFS,776.9,0.556
MENSH,707.0,0.503
ZEBUB,932.4,0.673
GOODY,1220.6,0.889
BAHUS,907.4,0.654
ADLIB,762.2,0.545
LURRY,381.9,0.259
PIBAL,856.9,0.616
SKELM,890.2,0.641
DRIPT,141.3,0.078
PERES,492.8,0.342
FILLO,980.2,0.708
SPIDE,359.4,0.242
ARENA,195.1,0.118
PAPAL,1121.4,0.815
YOOFS,1368.1,1.0
OUPHE,554.4,0.388
CROWD,353.3,0.237
OCHRY,481.8,0.334
POKES,1097.1,0.796
CONFS,737.4,0.526
POSET,612.0,0.432
ADIOS,755.0,0.539
GISTS,600.8,0.423
RAWIN,341.9,0.229
STANK,456.5,0.315
THEBE,337.9,0.226
MEDIA,268.2,0.173
BHATS,477.5,0.331
PEISE,421.1,0.288
DECOR,353.8,0.238
STOPT,680.3,0.483
KOPPA,1084.2,0.787
GLOGG,1190.7,0.867
ZAKAT,682.0,0.484
EGRET,335.6,0.224
AMINE,184.5,0.11
SPEEL,887.4,0.639
OAKEN,366.0,0.247
NOOVE,684.1,0.486
YUKKY,1246.0,0.908
FECHT,355.4,0.239
NYALA,655.1,0.464
OTTER,406.2,0.277
AXION,778.8,0.557
HENDS,770.8,0.551
WALDO,866.2,0.623
ZINCO,479.4,0.332
ELDER,410.5,0.28
GAFFS,1128.2,0.82
PAEAN,551.1,0.386
SKATS,468.7,0.324
DENAR,231.9,0.146
INTEL,370.4,0.25
ENROL,515.7,0.359
GATOR,241.3,0.153
CAPON,544.3,0.381
FOLDS,1071.8,0.777
BLEST,378.4,0.256
PANNA,1099.2,0.798
YOJAN,984.3,0.712
NEIGH,788.6,0.564
CULTY,289.3,0.189
ZATIS,337.6,0.225
XOLOS,1214.1,0.884
GAZON,942.9,0.68
LIFTS,564.1,0.396
JIRDS,452.6,0.312
SHTAR,397.3,0.27
AGGAG,973.4,0.703
TALMA,668.9,0.474
KHATS,477.5,0.331
FUMES,980.2,0.708
POOHY,1362.9,0.996
KULAS,821.9,0.589
DUNGS,1073.2,0.778
WEETE,324.1,0.215
SPEOS,973.3,0.703
DODGY,1191.3,0.867
KOURA,481.1,0.333
MEFFS,974.0,0.704
NOYES,994.1,0.719
SYSOP,1178.2,0.857
JATOS,487.1,0.338
BANDH,928.0,0.669
DEWED,893.8,0.643
BEANY,417.4,0.285
JALOP,922.5,0.665
FLEWS,944.6,0.682
ANTES,109.5,0.054
PESTO,440.0,0.302
BOYLA,968.2,0.699
LATER,334.9,0.223
NICHE,383.6,0.26
MESIA,228.1,0.143
VAKIL,777.9,0.556
AFLAJ,836.5,0.6
ELOGY,998.7,0.722
WRECK,402.8,0.274
MORIA,434.8,0.298
CHAVA,555.4,0.389
SLEEP,884.3,0.636
KITES,472.5,0.327
NANTY,601.6,0.424
TEMPS,556.5,0.39
MUTAS,450.3,0.31
BRIGS,506.9,0.353
FLOCK,543.0,0.38
FEMMY,1017.2,0.736
POUFY,1212.9,0.883
ARETS,53.6,0.012
ARMIL,227.9,0.143
BAYLE,416.9,0.285
FOREL,568.7,0.399
FLEET,526.8,0.368
KELTS,531.5,0.371
POACH,358.1,0.241
FORUM,524.5,0.366
SUGHS,1061.3,0.769
PHIAL,812.7,0.583
MAKAR,702.2,0.499
DURAL,368.8,0.249
SUMPS,1061.3,0.769
SLEWS,887.1,0.638
MUNIS,954.9,0.689
WAZIR,437.1,0.3
GOWKS,1368.1,1.0
SABLE,369.5,0.249
CORAL,255.3,0.164
JOYED,981.0,0.709
BALUN,795.7,0.57
JAMMY,1236.7,0.901
SHUNS,882.0,0.635
ARGLE,100.7,0.047
LOCHS,621.9,0.439
HERSE,251.6,0.161
DWILE,417.8,0.286
IXORA,432.7,0.297
MEINS,694.9,0.494
PUZEL,895.5,0.645
GAMMY,1236.7,0.901
ALLUS,712.6,0.507
MAURI,389.2,0.264
FEIST,401.9,0.274
UNRED,447.3,0.308
HUBBY,1246.0,0.908
PINKS,1087.5,0.789
FUBBY,1246.0,0.908
ERGOT,302.2,0.199
SCATT,408.6,0.279
RESAM,377.4,0.255
DOORN,474.1,0.328
TORII,196.1,0.119
PLUES,857.0,0.616
NOVUM,1085.2,0.787
PINNY,1121.5,0.815
VERSE,251.6,0.161
ZONKS,1240.4,0.904
ETICS,196.6,0.119
ORFES,484.5,0.336
EXCEL,449.7,0.31
TRONA,173.8,0.102
BLAND,452.2,0.312
FRUST,124.9,0.066
ANOLE,169.7,0.099
ENNOG,1043.5,0.756
FOINS,902.5,0.65
PRATY,339.7,0.227
SPLOG,1130.7,0.822
TODDY,547.6,0.383
HYMNS,1156.7,0.841
SOWPS,1178.2,0.857
BALUS,812.4,0.582
LUCKY,496.6,0.345
SPILT,473.8,0.328
TACTS,457.4,0.315
COMIC,541.1,0.378
CAESE,279.5,0.182
UNBAG,957.4,0.691
LAUDS,788.2,0.564
GASHY,1128.2,0.82
VIBEY,987.6,0.714
LAERS,358.5,0.241
GNAWN,718.2,0.512
PINTA,296.2,0.194
MOKUS,1218.1,0.887
OPIHI,1089.4,0.791
REWIN,420.9,0.288
MELIK,679.8,0.483
MOKEY,1123.3,0.816
GALIA,772.9,0.553
BYKES,1043.8,0.756
OAKUM,987.3,0.714
AROSE,63.1,0.019
METED,477.6,0.331
SKILL,940.3,0.678
THROE,272.4,0.176
BAALS,622.1,0.439
PARTS,396.4,0.27
BIACH,246.8,0.157
BOUSE,397.6,0.271
JINGS,1087.5,0.789
JATHA,722.9,0.515
MYALL,687.9,0.489
COUPE,317.1,0.21
ADEAD,351.0,0.235
PARIS,351.1,0.236
GUESS,822.4,0.59
ALIEN,210.7,0.13
CLEAN,387.1,0.263
KLIEG,811.7,0.582
POPPY,1362.9,0.996
PRAPS,420.5,0.288
SKELF,890.2,0.641
HELMS,877.1,0.631
IKATS,162.2,0.094
MINGE,601.2,0.424
TENON,513.2,0.357
SPEIR,338.4,0.226
BIPED,875.0,0.629
DORAD,488.6,0.339
SKEWS,920.0,0.663
ATOKE,79.0,0.031
MIGOD,1144.8,0.832
ASPER,167.4,0.097
TASTE,294.4,0.193
CURCH,374.1,0.253
JUMAR,526.3,0.367
RICHE,304.0,0.2
ASKED,273.9,0.178
XYSTI,600.8,0.423
TANTE,307.0,0.202
EPICS,368.4,0.249
CARET,305.5,0.201
MOMMA,1084.2,0.787
LETCH,326.2,0.217
MEOUS,877.3,0.631
SCARF,338.6,0.226
ENEMA,592.6,0.417
SILOS,865.6,0.622
SPECT,321.5,0.213
RHINE,339.1,0.227
HOTIS,493.5,0.343
PAYSD,790.8,0.566
CESSE,222.7,0.139
TANGI,283.2,0.185
THALE,302.8,0.199
CROWL,346.5,0.232
DONER,513.8,0.358
TEGUA,192.9,0.117
PUNKY,1118.3,0.812
DERPY,510.8,0.356
KWIRL,434.6,0.298
PUGIL,997.9,0.722
ZOOMY,1362.9,0.996
OMMIN,1028.5,0.745
FEUAR,246.3,0.157
JEMMY,1017.2,0.736
BOUGH,1212.9,0.883
RONTE,232.2,0.146
BRAXY,481.6,0.334
GOPAK,1084.2,0.787
BUNGS,1123.5,0.816
ALURE,79.4,0.031
TEDDY,442.2,0.304
ORANT,143.3,0.079
DENIS,620.7,0.438
DJINS,902.1,0.65
NIMBY,1151.9,0.837
CHIKS,557.7,0.391
TAIRA,169.6,0.099
MOYAS,951.2,0.687
QUAYD,501.8,0.349
OPERY,695.9,0.495
WIDTH,513.2,0.357
VINIC,545.7,0.382
LOATH,292.2,0.191
RASED,165.1,0.096
EJIDO,830.1,0.596
LOOPY,1213.8,0.884
CRITH,218.8,0.136
BOGGY,1362.9,0.996
SIZER,448.6,0.309
POLIS,937.8,0.677
DOSAS,899.7,0.648
CODES,414.1,0.283
YONNY,1204.8,0.877
PHAGE,375.9,0.254
DEPTH,438.3,0.301
HIJRA,479.2,0.332
HAZLE,416.9,0.285
FURRY,531.0,0.371
SPRAY,521.8,0.364
INGOT,378.8,0.256
PYOID,1143.3,0.831
UMRAS,389.6,0.265
BOBAS,951.2,0.687
DIENE,483.6,0.335
KORAS,416.5,0.285
POENA,387.5,0.263
MUNIA,824.5,0.591
NATTO,360.4,0.243
LOREL,568.7,0.399
SLEET,525.0,0.366
JANNS,990.7,0.716
SOWCE,246.7,0.157
DORMY,532.2,0.372
AVIAN,787.9,0.564
HYRAX,734.0,0.523
MAILS,706.3,0.503
BEIGE,551.2,0.386
AIYEE,170.7,0.1
MILCH,464.3,0.321
RAMET,330.9,0.22
AMMOS,823.1,0.59
ELOIN,636.6,0.45
PIING,1043.5,0.756
SWEER,476.4,0.33
APERY,225.4,0.141
POETE,390.5,0.265
PUTTI,516.6,0.36
ENNUI,776.7,0.555
WIFTS,600.8,0.423
RILLS,378.2,0.256
SPRAG,521.8,0.364
RAGGY,647.9,0.459
CLIPS,395.1,0.269
SMIZE,472.0,0.326
ROSET,327.0,0.217
ARTAL,118.0,0.06
SAGER,365.5,0.246
BOLES,1006.3,0.728
KNOLL,1086.1,0.788
PLIES,796.6,0.57
BREME,390.7,0.265
LYTED,455.6,0.314
OUCHT,284.0,0.185
AWNED,285.6,0.186
BURKS,520.4,0.363
REPUN,468.2,0.324
REATA,295.3,0.194
PALSA,904.6,0.652
MOMIE,520.0,0.363
ODALS,404.2,0.275
CAGES,377.4,0.255
ADUNC,425.3,0.291
LOGIA,809.0,0.58
STURE,89.1,0.039
SHALL,637.9,0.451
PICON,546.4,0.382
POUKE,576.3,0.405
CRASH,330.1,0.22
SHIUR,290.5,0.19
BARBE,346.3,0.232
BLINS,852.1,0.612
GARIS,351.1,0.236
UDYOG,1189.0,0.865
HOUFS,1218.1,0.887
OGRES,584.6,0.411
GUNNY,1087.9,0.789
ADZES,273.9,0.178
BURFI,474.4,0.328
THEGN,473.0,0.327
NACRE,304.8,0.201
SENGI,624.8,0.441
POSEY,1097.1,0.796
DINGO,1014.4,0.734
MIAOW,399.3,0.272
SHTUP,586.6,0.413
BAGGY,1236.7,0.901
DRICE,189.7,0.114
DEEDS,873.8,0.628
HEADS,182.1,0.109
ROOSA,354.3,0.238
ACOCK,417.2,0.285
BRASS,397.1,0.27
ZEERA,445.1,0.306
KANTS,568.9,0.399
ZINOS,975.3,0.705
SABIR,246.7,0.157
DIZZY,1167.0,0.849
QUEAN,360.3,0.242
ATIMY,307.8,0.203
LOVED,870.1,0.626
ALTHO,357.9,0.241
ROANY,252.6,0.162
AMIGO,877.9,0.632
SNIES,669.1,0.475
ATONY,235.1,0.148
ALOUD,790.4,0.566
KOGAL,968.2,0.699
DACES,168.8,0.099
SCORP,316.5,0.21
KORUS,487.3,0.338
REMAN,429.2,0.294
SPIVS,982.9,0.71
MUTER,300.4,0.197
FEELY,891.2,0.642
TRANT,337.6,0.225
QUOAD,1026.9,0.744
MAGGS,1128.2,0.82
ZINGY,1151.9,0.837
SPETS,532.9,0.372
COVIN,525.5,0.367
ARIAS,241.4,0.153
CLOTH,408.0,0.278
GOWAN,984.3,0.712
GYPOS,1368.1,1.0
URITE,67.9,0.023
CUTCH,340.9,0.228
ERGON,581.3,0.409
STOUR,198.0,0.12
ORLON,426.1,0.292
STEIL,319.8,0.212
WACKY,755.0,0.539
DOWRY,523.8,0.365
METRE,210.6,0.13
TYPIC,275.7,0.179
SLUNG,835.7,0.6
OMULS,1072.2,0.778
OJIME,515.0,0.359
CALLS,542.8,0.38
IMPEL,876.7,0.631
TRAMS,322.4,0.214
VULGO,1021.5,0.739
SHOUT,532.2,0.372
ICING,574.9,0.404
WHORL,517.0,0.36
PEKID,800.7,0.574
SPRAT,377.4,0.255
CUBIT,226.8,0.142
CLAES,313.3,0.207
SCULL,397.2,0.27
SORER,492.1,0.342
PAISE,167.6,0.098
SUENT,332.6,0.222
GARBO,461.2,0.318
MOLDS,1071.8,0.777
ARBAS,283.7,0.185
SKEDS,819.8,0.588
LITEM,473.4,0.327
SEPAL,461.6,0.319
VOEMA,435.8,0.299
VELLS,877.1,0.631
SWEEP,917.3,0.661
CUISH,399.4,0.272
SIETH,416.7,0.285
BATON,429.1,0.294
VARNA,643.9,0.456
ETAGE,311.9,0.206
ITHER,315.2,0.209
VUGGS,1251.2,0.912
JODEL,840.8,0.604
HOVED,981.0,0.709
BELAH,517.9,0.361
BODES,925.5,0.667
GAUNT,323.7,0.215
CAIRD,205.3,0.126
YOBBY,1362.9,0.996
HAWMS,1128.2,0.82
KAPOW,1042.8,0.755
STEPT,529.5,0.37
JINNS,1057.1,0.766
AUNTY,265.9,0.172
PUDGE,551.8,0.386
SCAPE,277.4,0.18
ALIBI,737.1,0.526
BUTCH,354.1,0.238
MEALS,378.8,0.256
PEPON,967.5,0.699
PALMY,1116.4,0.811
LAWSY,907.0,0.653
FABBY,1236.7,0.901
AMOLE,184.0,0.11
FORME,460.0,0.317
REPPS,509.1,0.354
ARISH,241.0,0.153
BRAKE,324.5,0.216
GLAIK,358.1,0.241
FLANE,339.4,0.227
WIFEY,987.6,0.714
HYPES,1043.8,0.756
GLEEK,937.3,0.676
BIRIS,452.3,0.312
NONNY,1204.8,0.877
POKED,981.0,0.709
PARVE,346.3,0.232
OVATE,119.3,0.061
HAZED,388.2,0.263
ZHUZH,1224.8,0.892
ETHER,352.9,0.237
KIDEL,742.8,0.53
ALECK,128.5,0.068
CASKY,637.8,0.451
PYRIC,324.5,0.216
AKSES,300.5,0.198
KIBLA,856.9,0.616
VOLAE,230.5,0.145
MEZES,967.8,0.699
TAKHT,659.1,0.467
ERICA,153.8,0.087
VEXES,967.8,0.699
RAGES,373.9,0.253
LOSES,1009.0,0.73
GILTS,563.8,0.395
MURLY,408.5,0.279
MANIA,793.3,0.568
ORDIE,247.9,0.158
GRUBS,429.3,0.294
KIASU,303.1,0.199
MALAR,581.9,0.409
BHUTS,615.6,0.434
BATIK,379.4,0.257
TOUSY,405.7,0.277
SPECS,383.6,0.26
NAILY,671.7,0.477
NETTA,371.1,0.251
INNER,565.1,0.396
LAITH,328.6,0.219
FUNDI,1014.5,0.734
THROW,389.1,0.264
PLUTE,229.8,0.144
CUBES,468.8,0.324
TRONE,252.7,0.162
KNOUT,424.3,0.291
SCULS,397.2,0.27
METEG,577.8,0.406
FAKIE,185.8,0.111
INSET,339.5,0.227
KORAN,488.2,0.339
PAISA,786.7,0.563
CRUOR,345.6,0.231
READD,137.4,0.075
SHAUL,417.1,0.285
FROMM,614.3,0.433
BOTEH,644.2,0.456
QUARL,207.2,0.127
FLAVA,689.9,0.49
DEOCH,466.6,0.322
JEHAD,372.6,0.252
MOLLO,1031.5,0.747
BAZAS,1128.2,0.82
MERIL,334.4,0.223
NAIEO,252.2,0.161
ANGLE,190.5,0.115
LAMIA,777.9,0.556
AGOOD,943.1,0.681
ICHED,365.6,0.246
CORNS,467.2,0.323
LOTOS,728.0,0.519
ANKUS,717.1,0.511
SWEIR,338.4,0.226
SNOBS,1050.5,0.761
SWABS,658.9,0.467
VETCH,369.2,0.249
QUAWK,518.7,0.362
FLIRT,247.2,0.157
TRAPO,113.6,0.057
ENURN,496.7,0.345
OUTRO,221.8,0.138
DEARS,103.7,0.05
CRAZE,311.9,0.206
NOMIC,535.2,0.374
LUBED,845.2,0.607
GOUCH,565.2,0.396
MVULA,941.3,0.679
ZEBUS,889.2,0.64
CULLS,482.1,0.334
TOLTS,677.8,0.481
WARTS,396.4,0.27
PODOS,1196.5,0.871
DEWAX,372.6,0.252
PEAVY,425.7,0.292
KEEMA,581.4,0.409
ASSED,273.9,0.178
EMURE,316.3,0.209
CONNE,463.1,0.32
AUNTS,232.6,0.146
DURNS,415.1,0.284
